"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"is_touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"Price";"Index";"ppi"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M430";"windows";2.2;29073;688;100
"HP";"Notebook";17.3;1920;1080;0;"AMD";"A10-Series 9600P";2.4;6;"HDD";2048;0;"AMD";" Radeon R7 M440";"windows";2.65;30316;689;127
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";" HD Graphics 510";"windows";2.1;16943;690;100
"Acer";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";" HD Graphics 510";"other";1.45;19980;691;112
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.7;37243;692;157
"HP";"Workstation";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";500;0;"Nvidia";" Quadro M1200";"windows";3.14;101658;693;127
"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.42;137995;694;210
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.5;51841;695;166
"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";" HD Graphics";"windows";1.4;14332;696;135
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";1.38;93187;697;157
"Asus";"2 in 1 Convertible";12.5;1920;1080;1;"Intel";"Core M";0.9;4;"Flash Storage";64;0;"Intel";" HD Graphics 515";"other";1.2;35644;698;176
"Toshiba";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";" HD Graphics 520";"windows";1.36;100007;699;166
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";2.56;43636;701;141
"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";2.9;4;"SSD";256;0;"AMD";" Radeon 530";"windows";2.2;21259;702;141
"Lenovo";"Notebook";15.6;1366;768;0;"AMD";"A12-Series 9720P";3.6;8;"HDD";1024;0;"AMD";" Radeon R7";"windows";2.2;22857;703;100
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;1024;"Intel";" HD Graphics 620";"windows";2.1;33111;704;141
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"other";1.9;23976;705;100
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";2.18;42358;706;141
"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";1.6;1;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";1.6;53227;707;166
"Lenovo";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Nvidia";" Quadro M520M";"windows";2.18;98834;708;141
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";1.8;63456;709;157
"HP";"Notebook";17.3;1920;1080;0;"AMD";"A10-Series 9620P";2.5;6;"HDD";2048;0;"AMD";" Radeon 530";"windows";2.71;34899;710;127
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";2.5;66547;711;141
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"linux";1.64;58022;712;157
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 620";"linux";1.98;38681;713;141
"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";1.5;15877;714;157
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";1.93;76012;715;141
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 920MX";"windows";1.87;45665;716;157
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.9;62817;717;141
"Lenovo";"Notebook";15.6;1366;768;0;"AMD";"A6-Series 7310";2.0;4;"HDD";500;0;"AMD";" Radeon R4";"windows";2.19;15877;718;100
"Mediacom";"Notebook";14.0;1920;1200;0;"Intel";"Atom Z8350";1.9;4;"HDD";32;0;"Intel";" HD Graphics 400";"windows";1.4;14119;719;162
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";2.63;63936;720;127
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.5;64;"SSD";512;0;"Intel";" HD Graphics 520";"windows";1.17;89864;721;210
"HP";"2 in 1 Convertible";13.3;1366;768;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.58;44574;722;118
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.32;79867;723;157
"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";" GeForce GTX 1070";"windows";4.36;194973;724;255
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";2.7;71847;725;127
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";" HD Graphics 620";"other";1.9;26102;726;100
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";1.71;34579;728;166
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";" Radeon R7 M445";"linux";2.32;31410;729;100
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";" Radeon 520";"windows";2.1;26054;730;141
"Acer";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";4.2;103097;731;127
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;12;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";2.25;34579;732;100
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series A9-9420";3.0;6;"Hybrid";128;1024;"AMD";" Radeon 520";"windows";2.1;34632;733;141
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";2.4;29784;734;100
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.44;51149;735;166
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";1.85;41505;736;141
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";" Quadro M2200";"windows";2.6;128884;737;141
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";1.55;35112;738;166
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";1.8;111594;739;141
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";2.4;21887;740;100
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"windows";2.0;64309;741;141
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";2.0;35431;742;100
"Toshiba";"Notebook";14.0;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.25;81785;743;157
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.7;53227;744;157
"Lenovo";"Workstation";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";1024;0;"Nvidia";" Quadro M520M";"windows";2.5;175771;745;282
"Acer";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";" HD Graphics 400";"other";1.68;17582;746;112
"Samsung";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Intel";" HD Graphics 620";"windows";0.81;87859;747;166
"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.6;60031;749;112
"HP";"Workstation";17.3;1920;1080;0;"Intel";"Xeon E3-1535M";2.9;16;"SSD";256;0;"Nvidia";" Quadro M2000M";"windows";3.0;233846;750;127
"Lenovo";"Netbook";11.6;1366;768;1;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";" HD Graphics 400";"windows";1.4;25308;751;135
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";1.84;101232;752;141
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Nvidia";" GeForce GTX 950M";"other";2.45;30849;753;100
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";2.37;45283;755;100
"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i5";1.8;8;"SSD";256;0;"Intel";" HD Graphics 540";"windows";1.3;63883;756;276
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";2.2;58555;757;141
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";" Quadro M1000M";"windows";2.59;83170;758;141
"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";4.42;152860;759;282
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";2.1;31915;760;100
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";2.5;55837;761;141
"Dell";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.18;99048;762;176
"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";" HD Graphics 615";"other";1.1;83064;763;235
"Asus";"Ultrabook";13.3;3200;1800;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.2;60153;764;276
"Dell";"Notebook";13.3;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";1.65;45235;765;118
"Acer";"Notebook";13.3;1366;768;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";1.6;34898;766;118
"Asus";"Notebook";17.3;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Nvidia";" GeForce 920MX";"windows";2.8;25060;767;91
"Dell";"Gaming";15.6;3840;2160;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960M";"windows";2.72;58555;768;282
"Samsung";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.31;85195;769;166
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";" HD Graphics 505";"linux";2.1;15877;770;100
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"";0;0;"AMD";" Radeon R7 M445";"windows";2.3;62938;771;141
"Samsung";"2 in 1 Convertible";15.0;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";256;0;"AMD";" Radeon 540";"windows";1.71;95851;772;147
"Toshiba";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";1.75;54346;773;112
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";2.62;58555;774;141
"Asus";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"HDD";2048;0;"Nvidia";" GeForce 940MX";"windows";2.3;44702;776;141
"Lenovo";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";" Quadro M2000M";"windows";2.5;126274;777;282
"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";1.8;33886;778;157
"Razer";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce GTX 1060";"windows";1.95;154459;779;157
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Dual";1.1;8;"SSD";128;0;"Intel";" HD Graphics 505";"windows";2.0;31004;780;141
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";" GeForce GTX 1070M";"windows";4.42;191211;781;127
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";4.3;125208;782;127
"Toshiba";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.6;16;"SSD";512;0;"Nvidia";" GeForce 930M";"windows";1.47;93986;783;157
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Quad";1.6;8;"HDD";1024;0;"Intel";" HD Graphics 405";"other";2.2;17529;784;100
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";1.7;122491;785;157
"MSI";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";1.6;100752;786;157
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";2.2;58022;787;141
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;4;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";2.4;53227;788;141
"Acer";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";4.2;122491;789;127
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";2.62;52481;790;141
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX1060";"windows";2.24;71342;791;141
"Vero";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";1.22;10811;792;157
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";1.37;104962;793;166
"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";" Radeon R7 M460";"windows";2.08;51096;794;141
"Apple";"Ultrabook";12.0;2304;1440;0;"Intel";"Core M";1.2;8;"Flash Storage";512;0;"Intel";" HD Graphics 5300";"macos";0.92;62071;795;226
"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.42;124142;796;210
"Asus";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";1.63;15931;797;112
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";" HD Graphics 620";"windows";1.95;43157;798;100
"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.38;71875;799;158
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"AMD";" Radeon R5 M420X";"windows";2.0;39374;800;141
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";" Quadro M2200";"windows";3.14;110018;801;141
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";2.37;58555;802;141
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.29;79867;803;166
"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";2.06;93187;804;282
"Dell";"Netbook";11.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"SSD";128;0;"Intel";" HD Graphics 505";"windows";1.63;39640;805;135
"HP";"Netbook";12.5;1366;768;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.26;74006;806;125
"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";2.1;41558;807;100
"HP";"Notebook";15.6;1366;768;0;"AMD";"A12-Series 9700P";2.5;8;"HDD";2048;0;"AMD";" Radeon R7 Graphics";"windows";2.04;33513;808;100
"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce GTX 1050 Ti";"windows";2.62;89457;809;282
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";" GeForce 920M";"windows";2.4;32448;810;141
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"AMD";" Radeon RX 580";"windows";3.74;93187;811;127
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"windows";2.9;128671;812;127
"Samsung";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";0.81;79867;813;166
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";" GeForce GT 940MX";"windows";1.98;51202;814;141
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";" Radeon R5 M420";"windows";2.18;42081;815;141
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.32;99048;816;157
"Razer";"Ultrabook";12.5;3840;2160;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";1.29;95851;817;352
"HP";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";" HD Graphics 400";"other";1.23;20513;818;135
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";4.36;133467;819;127
"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";1.76;40226;820;112
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";2.1;26102;821;100
"Toshiba";"Ultrabook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";1.25;58075;822;112
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";1.13;133147;823;157
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";2.4;63883;824;141
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"Flash Storage";256;0;"Intel";" HD Graphics 620";"windows";1.13;99900;825;157
"Toshiba";"Notebook";14.0;1366;768;0;"Intel";"Pentium Dual";2.1;4;"SSD";128;0;"Intel";" HD Graphics 510";"windows";1.75;26587;826;112
"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.1;72354;827;166
"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";1.76;31169;828;112
"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";" HD Graphics 400";"other";1.35;18914;829;135
"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.4;8;"SSD";128;0;"Intel";" HD Graphics 620";"windows";1.5;32980;830;157
"Razer";"Gaming";17.3;3840;2160;1;"Intel";"Core i7";2.9;32;"SSD";512;0;"Nvidia";" GeForce GTX 1080";"windows";3.49;292987;831;255
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.6;16;"SSD";512;0;"Intel";" HD Graphics 520";"windows";1.1;111835;832;210
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";" GeForce 920";"linux";2.1;27652;833;141
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";1.7;63190;834;157
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.32;87912;835;157
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";3.21;147832;836;141
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";2.9;128884;837;127
"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";2.0;35644;838;100
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Quad";1.6;4;"Flash Storage";16;0;"Intel";" HD Graphics 400";"other";1.5;17316;839;112
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";128;0;"Intel";" HD Graphics 620";"windows";2.3;31435;840;141
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1060";"windows";2.73;95851;841;127
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"windows";4.42;163724;842;127
"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce 930MX";"windows";2.63;48485;843;106
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";" HD Graphics 620";"windows";2.18;38041;844;100
"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";512;0;"Intel";" HD Graphics 520";"windows";1.54;99634;845;157
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"SSD";256;0;"AMD";" Radeon R5 M420";"windows";2.18;39374;846;141
"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"other";1.4;32767;847;135
"Asus";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";512;0;"Nvidia";" GeForce 940M";"windows";1.45;54665;848;166
"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.28;121319;849;166
"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";512;0;"Intel";" HD Graphics 520";"windows";1.54;78215;850;157
"HP";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";" HD Graphics 400";"other";1.86;15931;851;100
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";2.1;101179;852;141
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";" Radeon R7 M445";"linux";2.83;46087;853;127
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";" GeForce GT 940MX";"windows";1.96;101392;854;157
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";" GeForce GTX 930MX";"windows";2.3;41931;855;141
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";" HD Graphics 620";"windows";1.9;50350;856;141
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";" HD Graphics 505";"windows";2.0;23923;857;100
"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.28;136344;858;166
"Dell";"Notebook";13.3;1920;1080;1;"Intel";"Core i5";2.3;8;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";1.62;34579;859;166
